Store,Date,Month,Year,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
1,19-11-2010,November,2010,1483784.18,0,51.41,2.77,211.89,7.84
1,26-11-2010,November,2010,1955624.11,1,64.52,2.74,211.75,7.84
1,03-12-2010,December,2010,1548033.78,0,49.27,2.71,211.61,7.84
1,10-12-2010,December,2010,1682614.26,0,46.33,2.84,211.47,7.84
1,17-12-2010,December,2010,1891034.93,0,49.84,2.87,211.41,7.84
1,24-12-2010,December,2010,2387950.2,0,52.33,2.89,211.41,7.84
1,31-12-2010,December,2010,1367320.01,1,48.43,2.94,211.4,7.84
1,07-01-2011,January,2011,1444732.28,0,48.27,2.98,211.4,7.74
1,14-01-2011,January,2011,1391013.96,0,35.4,2.98,211.46,7.74
1,21-01-2011,January,2011,1327405.42,0,44.04,3.02,211.83,7.74
1,28-01-2011,January,2011,1316899.31,0,43.83,3.01,212.2,7.74
1,04-02-2011,February,2011,1606629.58,0,42.27,2.99,212.57,7.74
1,11-02-2011,February,2011,1649614.93,1,36.39,3.02,212.94,7.74
1,18-02-2011,February,2011,1686842.78,0,57.36,3.05,213.25,7.74
1,25-02-2011,February,2011,1456800.28,0,62.9,3.07,213.54,7.74
1,04-03-2011,March,2011,1636263.41,0,59.58,3.29,213.82,7.74
1,11-03-2011,March,2011,1553191.63,0,53.56,3.46,214.11,7.74
1,18-03-2011,March,2011,1576818.06,0,62.76,3.49,214.36,7.74
1,25-03-2011,March,2011,1541102.38,0,69.97,3.47,214.6,7.74
1,01-04-2011,April,2011,1495064.75,0,59.17,3.52,214.84,7.68
1,08-04-2011,April,2011,1614259.35,0,67.84,3.62,215.07,7.68
1,15-04-2011,April,2011,1559889,0,71.27,3.74,215.29,7.68
1,22-04-2011,April,2011,1564819.81,0,72.99,3.81,215.46,7.68
1,29-04-2011,April,2011,1455090.69,0,72.03,3.81,215.63,7.68
1,06-05-2011,May,2011,1629391.28,0,64.61,3.91,215.8,7.68
1,13-05-2011,May,2011,1604775.58,0,75.64,3.9,215.96,7.68
1,20-05-2011,May,2011,1428218.27,0,67.63,3.91,215.73,7.68
1,27-05-2011,May,2011,1466046.67,0,77.72,3.79,215.5,7.68
1,03-06-2011,June,2011,1635078.41,0,83,3.7,215.27,7.68
1,10-06-2011,June,2011,1588948.32,0,83.13,3.65,215.04,7.68
1,17-06-2011,June,2011,1532114.86,0,86.41,3.64,215,7.68
1,24-06-2011,June,2011,1438830.15,0,83.58,3.59,215.09,7.68
1,01-07-2011,July,2011,1488538.09,0,85.55,3.52,215.18,7.96
1,08-07-2011,July,2011,1534849.64,0,85.83,3.48,215.28,7.96
1,15-07-2011,July,2011,1455119.97,0,88.54,3.58,215.36,7.96
1,22-07-2011,July,2011,1396926.82,0,85.77,3.65,215.42,7.96
1,29-07-2011,July,2011,1352219.79,0,86.83,3.68,215.48,7.96
1,05-08-2011,August,2011,1624383.75,0,91.65,3.68,215.54,7.96
1,12-08-2011,August,2011,1525147.09,0,90.76,3.64,215.61,7.96
1,19-08-2011,August,2011,1530761.43,0,89.94,3.55,215.67,7.96
1,26-08-2011,August,2011,1464693.46,0,87.96,3.52,215.73,7.96
1,02-09-2011,September,2011,1550229.22,0,87.83,3.53,215.8,7.96
1,09-09-2011,September,2011,1540471.24,1,76,3.55,215.86,7.96
1,16-09-2011,September,2011,1514259.78,0,79.94,3.53,216.04,7.96
1,23-09-2011,September,2011,1380020.27,0,75.8,3.47,216.38,7.96
1,30-09-2011,September,2011,1394561.83,0,79.69,3.36,216.71,7.96
1,07-10-2011,October,2011,1630989.95,0,69.31,3.29,217.05,7.87
1,14-10-2011,October,2011,1493525.93,0,71.74,3.27,217.36,7.87
1,21-10-2011,October,2011,1502562.78,0,63.71,3.35,217.52,7.87
1,28-10-2011,October,2011,1445249.09,0,66.57,3.37,217.68,7.87
1,04-11-2011,November,2011,1697229.58,0,54.98,3.33,217.84,7.87
1,11-11-2011,November,2011,1594938.89,0,59.11,3.3,218,7.87
1,18-11-2011,November,2011,1539483.7,0,62.25,3.31,218.22,7.87
1,25-11-2011,November,2011,2033320.66,1,60.14,3.24,218.47,7.87
1,02-12-2011,December,2011,1584083.95,0,48.91,3.17,218.71,7.87
1,09-12-2011,December,2011,1799682.38,0,43.93,3.16,218.96,7.87
1,16-12-2011,December,2011,1881176.67,0,51.63,3.16,219.18,7.87
1,23-12-2011,December,2011,2270188.99,0,47.96,3.11,219.36,7.87
1,30-12-2011,December,2011,1497462.72,1,44.55,3.13,219.54,7.87
1,06-01-2012,January,2012,1550369.92,0,49.01,3.16,219.71,7.35
1,13-01-2012,January,2012,1459601.17,0,48.53,3.26,219.89,7.35
1,20-01-2012,January,2012,1394393.84,0,54.11,3.27,219.99,7.35
1,27-01-2012,January,2012,1319325.59,0,54.26,3.29,220.08,7.35
1,03-02-2012,February,2012,1636339.65,0,56.55,3.36,220.17,7.35
1,10-02-2012,February,2012,1802477.43,1,48.02,3.41,220.27,7.35
1,17-02-2012,February,2012,1819870,0,45.32,3.51,220.43,7.35
1,24-02-2012,February,2012,1539387.83,0,57.25,3.56,220.64,7.35
1,02-03-2012,March,2012,1688420.76,0,60.96,3.63,220.85,7.35
1,09-03-2012,March,2012,1675431.16,0,58.76,3.67,221.06,7.35
1,16-03-2012,March,2012,1677472.78,0,64.74,3.73,221.21,7.35
1,23-03-2012,March,2012,1511068.07,0,65.93,3.79,221.29,7.35
1,30-03-2012,March,2012,1649604.63,0,67.61,3.85,221.36,7.35
1,06-04-2012,April,2012,1899676.88,0,70.43,3.89,221.44,7.14
1,13-04-2012,April,2012,1621031.7,0,69.07,3.89,221.51,7.14
1,20-04-2012,April,2012,1521577.87,0,66.76,3.88,221.56,7.14
1,27-04-2012,April,2012,1468928.37,0,67.23,3.81,221.62,7.14
1,04-05-2012,May,2012,1684519.99,0,75.55,3.75,221.67,7.14
1,11-05-2012,May,2012,1611096.05,0,73.77,3.69,221.73,7.14
1,18-05-2012,May,2012,1595901.87,0,70.33,3.63,221.74,7.14
1,25-05-2012,May,2012,1555444.55,0,77.22,3.56,221.74,7.14
1,01-06-2012,June,2012,1624477.58,0,77.95,3.5,221.75,7.14
1,08-06-2012,June,2012,1697230.96,0,78.3,3.45,221.75,7.14
1,15-06-2012,June,2012,1630607,0,79.35,3.39,221.76,7.14
1,22-06-2012,June,2012,1527845.81,0,78.39,3.35,221.8,7.14
1,29-06-2012,June,2012,1540421.49,0,84.88,3.29,221.84,7.14
1,06-07-2012,July,2012,1769854.16,0,81.57,3.23,221.88,6.91
1,13-07-2012,July,2012,1527014.04,0,77.12,3.26,221.92,6.91
1,20-07-2012,July,2012,1497954.76,0,80.42,3.31,221.93,6.91
1,27-07-2012,July,2012,1439123.71,0,82.66,3.41,221.94,6.91
1,03-08-2012,August,2012,1631135.79,0,86.11,3.42,221.95,6.91
1,10-08-2012,August,2012,1592409.97,0,85.05,3.49,221.96,6.91
1,17-08-2012,August,2012,1597868.05,0,84.85,3.57,222.04,6.91
1,24-08-2012,August,2012,1494122.38,0,77.66,3.62,222.17,6.91
1,31-08-2012,August,2012,1582083.4,0,80.49,3.64,222.31,6.91
1,07-09-2012,September,2012,1661767.33,1,83.96,3.73,222.44,6.91
1,14-09-2012,September,2012,1517428.87,0,74.97,3.72,222.58,6.91
1,21-09-2012,September,2012,1506126.06,0,69.87,3.72,222.78,6.91
1,28-09-2012,September,2012,1437059.26,0,76.08,3.67,222.98,6.91
1,05-10-2012,October,2012,1670785.97,0,68.55,3.62,223.18,6.57
1,12-10-2012,October,2012,1573072.81,0,62.99,3.6,223.38,6.57
1,19-10-2012,October,2012,1508068.77,0,67.97,3.59,223.43,6.57
1,26-10-2012,October,2012,1493659.74,0,69.16,3.51,223.44,6.57
2,05-02-2010,February,2010,2136989.46,0,40.19,2.57,210.75,8.32
2,12-02-2010,February,2010,2137809.5,1,38.49,2.55,210.9,8.32
2,19-02-2010,February,2010,2124451.54,0,39.69,2.51,210.95,8.32
2,26-02-2010,February,2010,1865097.27,0,46.1,2.56,210.98,8.32
2,05-03-2010,March,2010,1991013.13,0,47.17,2.63,211.01,8.32
2,12-03-2010,March,2010,1990483.78,0,57.56,2.67,211.04,8.32
2,19-03-2010,March,2010,1946070.88,0,54.52,2.72,210.87,8.32
2,26-03-2010,March,2010,1750197.81,0,51.26,2.73,210.68,8.32
2,02-04-2010,April,2010,2066187.72,0,63.27,2.72,210.48,8.2
2,09-04-2010,April,2010,1954689.21,0,65.41,2.77,210.28,8.2
2,16-04-2010,April,2010,1874957.94,0,68.07,2.81,210.15,8.2
2,23-04-2010,April,2010,1821990.93,0,65.11,2.8,210.1,8.2
2,30-04-2010,April,2010,1802450.29,0,66.98,2.78,210.05,8.2
2,07-05-2010,May,2010,2042581.71,0,71.28,2.84,210,8.2
2,14-05-2010,May,2010,1880752.36,0,73.31,2.85,210,8.2
2,21-05-2010,May,2010,1896937.1,0,74.83,2.83,210.28,8.2
2,28-05-2010,May,2010,1957113.89,0,81.13,2.76,210.56,8.2
2,04-06-2010,June,2010,2102539.93,0,81.81,2.71,210.83,8.2
2,11-06-2010,June,2010,2025538.76,0,83.4,2.67,211.11,8.2
2,18-06-2010,June,2010,2001636.96,0,85.81,2.64,211.11,8.2
2,25-06-2010,June,2010,1939927.09,0,86.26,2.65,211,8.2
2,02-07-2010,July,2010,2003940.64,0,82.74,2.67,210.88,8.1
2,09-07-2010,July,2010,1880902.62,0,82.59,2.64,210.77,8.1
2,16-07-2010,July,2010,1845879.79,0,85.32,2.62,210.76,8.1
2,23-07-2010,July,2010,1781717.71,0,87.66,2.61,210.89,8.1
2,30-07-2010,July,2010,1804246.16,0,83.49,2.64,211.03,8.1
2,06-08-2010,August,2010,1991909.98,0,89.53,2.63,211.16,8.1
2,13-08-2010,August,2010,1895601.05,0,89.05,2.69,211.3,8.1
2,20-08-2010,August,2010,1964335.23,0,88.7,2.66,211.26,8.1
2,27-08-2010,August,2010,1863840.49,0,87.12,2.62,211.22,8.1
2,03-09-2010,September,2010,1904608.09,0,81.83,2.58,211.19,8.1
2,10-09-2010,September,2010,1839128.83,1,79.09,2.57,211.15,8.1
2,17-09-2010,September,2010,1793903.6,0,82.05,2.58,211.18,8.1
2,24-09-2010,September,2010,1724557.22,0,81.79,2.62,211.26,8.1
2,01-10-2010,October,2010,1827440.43,0,69.24,2.6,211.33,8.16
2,08-10-2010,October,2010,1849921.44,0,63.19,2.63,211.4,8.16
2,15-10-2010,October,2010,1794355.49,0,65.8,2.72,211.47,8.16
2,22-10-2010,October,2010,1737947.64,0,68.5,2.73,211.52,8.16
2,29-10-2010,October,2010,1802755.11,0,66.24,2.72,211.57,8.16
2,05-11-2010,November,2010,1939061.41,0,57.85,2.69,211.61,8.16
2,12-11-2010,November,2010,1916812.74,0,59.69,2.73,211.66,8.16
2,19-11-2010,November,2010,1956739.17,0,50.81,2.77,211.55,8.16
2,26-11-2010,November,2010,2658725.29,1,62.98,2.74,211.41,8.16
2,03-12-2010,December,2010,2015781.27,0,49.33,2.71,211.27,8.16
2,10-12-2010,December,2010,2378726.55,0,45.5,2.84,211.12,8.16
2,17-12-2010,December,2010,2609166.75,0,47.55,2.87,211.06,8.16
2,24-12-2010,December,2010,3436007.68,0,49.97,2.89,211.06,8.16
2,31-12-2010,December,2010,1750434.55,1,47.3,2.94,211.06,8.16
2,07-01-2011,January,2011,1758050.79,0,44.69,2.98,211.06,8.03
2,14-01-2011,January,2011,1744193.58,0,33.02,2.98,211.12,8.03
2,21-01-2011,January,2011,1751384.9,0,41.4,3.02,211.49,8.03
2,28-01-2011,January,2011,1695371.68,0,42.83,3.01,211.86,8.03
2,04-02-2011,February,2011,1929346.23,0,38.25,2.99,212.22,8.03
2,11-02-2011,February,2011,2168041.61,1,33.19,3.02,212.59,8.03
2,18-02-2011,February,2011,2080884.82,0,57.83,3.05,212.9,8.03
2,25-02-2011,February,2011,1833511.08,0,60.8,3.07,213.19,8.03
2,04-03-2011,March,2011,1981607.78,0,57.77,3.29,213.48,8.03
2,11-03-2011,March,2011,1879107.31,0,52.7,3.46,213.76,8.03
2,18-03-2011,March,2011,1902557.66,0,62.32,3.49,214.02,8.03
2,25-03-2011,March,2011,1766162.05,0,69.42,3.47,214.25,8.03
2,01-04-2011,April,2011,1800171.36,0,55.43,3.52,214.49,7.93
2,08-04-2011,April,2011,1847552.61,0,67,3.62,214.73,7.93
2,15-04-2011,April,2011,1856467.84,0,69.48,3.74,214.94,7.93
2,22-04-2011,April,2011,1886339.6,0,69.39,3.81,215.11,7.93
2,29-04-2011,April,2011,1745545.28,0,69.21,3.81,215.28,7.93
2,06-05-2011,May,2011,1837743.6,0,61.48,3.91,215.44,7.93
2,13-05-2011,May,2011,1838513.07,0,74.61,3.9,215.61,7.93
2,20-05-2011,May,2011,1688281.86,0,67.14,3.91,215.38,7.93
2,27-05-2011,May,2011,1797732.56,0,76.42,3.79,215.15,7.93
2,03-06-2011,June,2011,1933756.21,0,83.07,3.7,214.93,7.93
2,10-06-2011,June,2011,1929153.16,0,83.4,3.65,214.7,7.93
2,17-06-2011,June,2011,1953771.99,0,86.53,3.64,214.65,7.93
2,24-06-2011,June,2011,1790925.8,0,85.17,3.59,214.74,7.93
2,01-07-2011,July,2011,1866243,0,85.69,3.52,214.84,7.85
2,08-07-2011,July,2011,1853161.99,0,87.7,3.48,214.93,7.85
2,15-07-2011,July,2011,1785187.29,0,89.83,3.58,215.01,7.85
2,22-07-2011,July,2011,1743816.41,0,89.34,3.65,215.07,7.85
2,29-07-2011,July,2011,1680693.06,0,90.07,3.68,215.14,7.85
2,05-08-2011,August,2011,1876704.26,0,93.34,3.68,215.2,7.85
2,12-08-2011,August,2011,1812768.26,0,91.58,3.64,215.26,7.85
2,19-08-2011,August,2011,1844094.59,0,89.86,3.55,215.32,7.85
2,26-08-2011,August,2011,1821139.91,0,90.45,3.52,215.39,7.85
2,02-09-2011,September,2011,1809119.7,0,89.64,3.53,215.45,7.85
2,09-09-2011,September,2011,1748000.65,1,77.97,3.55,215.51,7.85
2,16-09-2011,September,2011,1691439.52,0,78.85,3.53,215.69,7.85
2,23-09-2011,September,2011,1669299.78,0,75.58,3.47,216.03,7.85
2,30-09-2011,September,2011,1650394.44,0,78.14,3.36,216.36,7.85
2,07-10-2011,October,2011,1837553.43,0,69.92,3.29,216.7,7.44
2,14-10-2011,October,2011,1743882.19,0,71.67,3.27,217,7.44
2,21-10-2011,October,2011,1834680.25,0,64.53,3.35,217.17,7.44
2,28-10-2011,October,2011,1769296.25,0,65.87,3.37,217.33,7.44
2,04-11-2011,November,2011,1959707.9,0,55.53,3.33,217.49,7.44
2,11-11-2011,November,2011,1920725.15,0,59.33,3.3,217.65,7.44
2,18-11-2011,November,2011,1902762.5,0,62.01,3.31,217.87,7.44
2,25-11-2011,November,2011,2614202.3,1,56.36,3.24,218.11,7.44
2,02-12-2011,December,2011,1954952,0,48.74,3.17,218.36,7.44
2,09-12-2011,December,2011,2290549.32,0,41.76,3.16,218.61,7.44
2,16-12-2011,December,2011,2432736.52,0,50.13,3.16,218.82,7.44
2,23-12-2011,December,2011,3224369.8,0,46.66,3.11,219,7.44
2,30-12-2011,December,2011,1874226.52,1,44.57,3.13,219.18,7.44
2,06-01-2012,January,2012,1799520.14,0,46.75,3.16,219.36,7.06
2,13-01-2012,January,2012,1744725.48,0,45.99,3.26,219.53,7.06
2,20-01-2012,January,2012,1711769.11,0,51.7,3.27,219.63,7.06
2,27-01-2012,January,2012,1660906.14,0,50.5,3.29,219.72,7.06
2,03-02-2012,February,2012,1935299.94,0,55.21,3.36,219.81,7.06
2,10-02-2012,February,2012,2103322.68,1,46.98,3.41,219.9,7.06
2,17-02-2012,February,2012,2196688.46,0,43.82,3.51,220.07,7.06
2,24-02-2012,February,2012,1861802.7,0,54.63,3.56,220.28,7.06
2,02-03-2012,March,2012,1952555.66,0,58.79,3.63,220.49,7.06
2,09-03-2012,March,2012,1937628.26,0,57.11,3.67,220.7,7.06
2,16-03-2012,March,2012,1976082.13,0,63.68,3.73,220.85,7.06
2,23-03-2012,March,2012,1790439.16,0,64.01,3.79,220.92,7.06
2,30-03-2012,March,2012,1857480.84,0,66.83,3.85,221,7.06
2,06-04-2012,April,2012,2129035.91,0,68.43,3.89,221.07,6.89
2,13-04-2012,April,2012,1935869.1,0,68.08,3.89,221.15,6.89
2,20-04-2012,April,2012,1847344.45,0,65.69,3.88,221.2,6.89
2,27-04-2012,April,2012,1764133.09,0,67.2,3.81,221.26,6.89
2,04-05-2012,May,2012,1923957.09,0,76.73,3.75,221.31,6.89
2,11-05-2012,May,2012,1917520.99,0,73.87,3.69,221.36,6.89
2,18-05-2012,May,2012,2000940.67,0,71.27,3.63,221.38,6.89
2,25-05-2012,May,2012,1912791.09,0,78.19,3.56,221.38,6.89
2,01-06-2012,June,2012,1910092.37,0,78.38,3.5,221.39,6.89
2,08-06-2012,June,2012,2010216.49,0,78.69,3.45,221.39,6.89
2,15-06-2012,June,2012,1962924.3,0,80.56,3.39,221.4,6.89
2,22-06-2012,June,2012,1887733.21,0,81.04,3.35,221.44,6.89
2,29-06-2012,June,2012,1881046.12,0,86.32,3.29,221.48,6.89
2,06-07-2012,July,2012,2041507.4,0,84.2,3.23,221.52,6.57
2,13-07-2012,July,2012,1830075.13,0,80.17,3.26,221.56,6.57
2,20-07-2012,July,2012,1819666.46,0,83.23,3.31,221.57,6.57
2,27-07-2012,July,2012,1757923.88,0,86.37,3.41,221.58,6.57
2,03-08-2012,August,2012,1946104.64,0,90.22,3.42,221.59,6.57
2,10-08-2012,August,2012,1866719.96,0,88.55,3.49,221.6,6.57
2,17-08-2012,August,2012,1928016.01,0,84.79,3.57,221.68,6.57
2,24-08-2012,August,2012,1876788.15,0,76.91,3.62,221.81,6.57
2,31-08-2012,August,2012,1947083.3,0,82.64,3.64,221.94,6.57
2,07-09-2012,September,2012,1898777.07,1,87.65,3.73,222.07,6.57
2,14-09-2012,September,2012,1814806.63,0,75.88,3.72,222.22,6.57
2,21-09-2012,September,2012,1829415.67,0,71.09,3.72,222.42,6.57
2,28-09-2012,September,2012,1746470.56,0,79.45,3.67,222.62,6.57
2,05-10-2012,October,2012,1998321.04,0,70.27,3.62,222.82,6.17
2,12-10-2012,October,2012,1900745.13,0,60.97,3.6,223.02,6.17
2,19-10-2012,October,2012,1847990.41,0,68.08,3.59,223.06,6.17
2,26-10-2012,October,2012,1834458.35,0,69.79,3.51,223.08,6.17
3,05-02-2010,February,2010,461622.22,0,45.71,2.57,214.42,7.37
3,12-02-2010,February,2010,420728.96,1,47.93,2.55,214.57,7.37
3,19-02-2010,February,2010,421642.19,0,47.07,2.51,214.62,7.37
3,26-02-2010,February,2010,407204.86,0,52.05,2.56,214.65,7.37
3,05-03-2010,March,2010,415202.04,0,53.04,2.63,214.68,7.37
3,12-03-2010,March,2010,384200.69,0,63.08,2.67,214.7,7.37
3,19-03-2010,March,2010,375328.59,0,60.42,2.72,214.53,7.37
3,26-03-2010,March,2010,359949.27,0,57.06,2.73,214.32,7.37
3,02-04-2010,April,2010,423294.4,0,65.56,2.72,214.12,7.34
3,09-04-2010,April,2010,415870.28,0,68,2.77,213.91,7.34
3,16-04-2010,April,2010,354993.26,0,66.98,2.81,213.77,7.34
3,23-04-2010,April,2010,339976.65,0,67.87,2.8,213.72,7.34
3,30-04-2010,April,2010,361248.39,0,70.24,2.78,213.67,7.34
3,07-05-2010,May,2010,399323.86,0,73.47,2.84,213.62,7.34
3,14-05-2010,May,2010,384357.94,0,77.18,2.85,213.62,7.34
3,21-05-2010,May,2010,343763.17,0,75.81,2.83,213.91,7.34
3,28-05-2010,May,2010,350089.23,0,78.6,2.76,214.2,7.34
3,04-06-2010,June,2010,396968.8,0,78.53,2.71,214.5,7.34
3,11-06-2010,June,2010,355017.09,0,82.1,2.67,214.79,7.34
3,18-06-2010,June,2010,364076.85,0,83.52,2.64,214.79,7.34
3,25-06-2010,June,2010,357346.48,0,83.79,2.65,214.67,7.34
3,02-07-2010,July,2010,381151.72,0,82.2,2.67,214.55,7.35
3,09-07-2010,July,2010,349214.18,0,81.75,2.64,214.43,7.35
3,16-07-2010,July,2010,352728.78,0,84.32,2.62,214.42,7.35
3,23-07-2010,July,2010,352864.49,0,83.32,2.61,214.56,7.35
3,30-07-2010,July,2010,347955.05,0,82.04,2.64,214.7,7.35
3,06-08-2010,August,2010,402635.76,0,85.13,2.63,214.83,7.35
3,13-08-2010,August,2010,339597.38,0,86.74,2.69,214.97,7.35
3,20-08-2010,August,2010,351728.21,0,88.02,2.66,214.93,7.35
3,27-08-2010,August,2010,362134.09,0,86.15,2.62,214.89,7.35
3,03-09-2010,September,2010,366473.97,0,84.16,2.58,214.85,7.35
3,10-09-2010,September,2010,352260.97,1,80.84,2.57,214.81,7.35
3,17-09-2010,September,2010,363064.64,0,82.36,2.58,214.83,7.35
3,24-09-2010,September,2010,355626.87,0,76.9,2.62,214.91,7.35
3,01-10-2010,October,2010,358784.1,0,73.6,2.6,214.98,7.56
3,08-10-2010,October,2010,395107.35,0,66.99,2.63,215.06,7.56
3,15-10-2010,October,2010,345584.39,0,69.71,2.72,215.13,7.56
3,22-10-2010,October,2010,348895.98,0,71.64,2.73,215.18,7.56
3,29-10-2010,October,2010,348591.74,0,72.04,2.72,215.23,7.56
3,05-11-2010,November,2010,423175.56,0,62.94,2.69,215.28,7.56
3,12-11-2010,November,2010,386635.03,0,62.79,2.73,215.33,7.56
3,19-11-2010,November,2010,372545.32,0,57.72,2.77,215.21,7.56
3,26-11-2010,November,2010,565567.84,1,68.71,2.74,215.06,7.56
3,03-12-2010,December,2010,476420.77,0,53.76,2.71,214.92,7.56
3,10-12-2010,December,2010,467642.03,0,51.13,2.84,214.77,7.56
3,17-12-2010,December,2010,498159.39,0,52.2,2.87,214.7,7.56
3,24-12-2010,December,2010,605990.41,0,57.16,2.89,214.7,7.56
3,31-12-2010,December,2010,382677.76,1,53.2,2.94,214.7,7.56
3,07-01-2011,January,2011,378241.34,0,53.35,2.98,214.7,7.55
3,14-01-2011,January,2011,381061.1,0,44.76,2.98,214.75,7.55
3,21-01-2011,January,2011,350876.7,0,50.74,3.02,215.13,7.55
3,28-01-2011,January,2011,364866.24,0,48.71,3.01,215.51,7.55
3,04-02-2011,February,2011,438516.53,0,45.95,2.99,215.89,7.55
3,11-02-2011,February,2011,430526.21,1,43.57,3.02,216.27,7.55
3,18-02-2011,February,2011,432782.1,0,61.58,3.05,216.58,7.55
3,25-02-2011,February,2011,397211.19,0,67.4,3.07,216.88,7.55
3,04-03-2011,March,2011,437084.51,0,65.11,3.29,217.17,7.55
3,11-03-2011,March,2011,404753.3,0,61.29,3.46,217.47,7.55
3,18-03-2011,March,2011,392109.51,0,69.47,3.49,217.72,7.55
3,25-03-2011,March,2011,380683.67,0,72.94,3.47,217.97,7.55
3,01-04-2011,April,2011,374556.08,0,68.76,3.52,218.21,7.57
3,08-04-2011,April,2011,384075.31,0,72.55,3.62,218.46,7.57
3,15-04-2011,April,2011,366250.69,0,75.88,3.74,218.68,7.57
3,22-04-2011,April,2011,391860.04,0,76.91,3.81,218.85,7.57
3,29-04-2011,April,2011,367405.4,0,78.69,3.81,219.02,7.57
3,06-05-2011,May,2011,413042.12,0,69.45,3.91,219.2,7.57
3,13-05-2011,May,2011,386312.68,0,79.87,3.9,219.37,7.57
3,20-05-2011,May,2011,364603.13,0,75.79,3.91,219.13,7.57
3,27-05-2011,May,2011,369350.6,0,84.41,3.79,218.89,7.57
3,03-06-2011,June,2011,394507.84,0,84.29,3.7,218.64,7.57
3,10-06-2011,June,2011,391638.75,0,84.84,3.65,218.4,7.57
3,17-06-2011,June,2011,403423.34,0,86.96,3.64,218.36,7.57
3,24-06-2011,June,2011,385520.71,0,84.94,3.59,218.45,7.57
3,01-07-2011,July,2011,368962.72,0,85.1,3.52,218.55,7.57
3,08-07-2011,July,2011,395146.24,0,85.38,3.48,218.64,7.57
3,15-07-2011,July,2011,373454.33,0,87.14,3.58,218.73,7.57
3,22-07-2011,July,2011,360617.37,0,86.19,3.65,218.79,7.57
3,29-07-2011,July,2011,345381.29,0,88.07,3.68,218.84,7.57
3,05-08-2011,August,2011,409981.25,0,88.45,3.68,218.9,7.57
3,12-08-2011,August,2011,380376.85,0,88.88,3.64,218.96,7.57
3,19-08-2011,August,2011,379716.91,0,88.44,3.55,219.02,7.57
3,26-08-2011,August,2011,366367.55,0,87.67,3.52,219.09,7.57
